image_name,is_table,char_count,url
Khoi-profile_6d6c4a5b.avif,False,0,https://www.stanford.edu
helena-240x240_6e8d5fdb.avif,False,0,https://www.stanford.edu
Renee_Zhao-sqr-240x240_52ce2ad3.avif,False,0,https://www.stanford.edu
